file,duration
segment_339.wav,0.47600907029478456
segment_735.wav,0.8909750566893424
segment_743.wav,0.8910204081632653
segment_627.wav,1.173015873015873
segment_756.wav,1.2780045351473923
segment_185.wav,1.2879818594104309
segment_320.wav,1.32
segment_736.wav,1.38702947845805
segment_569.wav,1.433968253968254
segment_720.wav,1.445986394557823
segment_101.wav,1.546031746031746
segment_209.wav,1.5860317460317461
segment_1110.wav,1.5950113378684807
segment_1109.wav,1.6159637188208618
segment_140.wav,1.685986394557823
segment_783.wav,1.7340136054421769
segment_1205.wav,1.7570068027210883
segment_729.wav,1.7609977324263038
segment_102.wav,1.7669841269841269
segment_79.wav,1.7710204081632652
segment_187.wav,1.88
segment_1172.wav,1.9449886621315193
segment_377.wav,2.007981859410431
segment_302.wav,2.0229931972789115
segment_57.wav,2.026031746031746
segment_726.wav,2.0300226757369613
segment_1333.wav,2.047981859410431
segment_719.wav,2.0570068027210886
segment_600.wav,2.068979591836735
segment_745.wav,2.0710204081632653
segment_199.wav,2.073015873015873
segment_628.wav,2.080997732426304
segment_17.wav,2.105986394557823
segment_651.wav,2.106984126984127
segment_305.wav,2.1170068027210887
segment_738.wav,2.139002267573696
segment_675.wav,2.15297052154195
segment_94.wav,2.1770068027210883
segment_96.wav,2.206031746031746
segment_1160.wav,2.2390022675736962
segment_313.wav,2.286031746031746
segment_268.wav,2.2990022675736963
segment_722.wav,2.3039909297052152
segment_27.wav,2.3370068027210884
segment_589.wav,2.345034013605442
segment_58.wav,2.345986394557823
segment_656.wav,2.3649886621315193
segment_809.wav,2.3659863945578232
segment_618.wav,2.374013605442177
segment_1328.wav,2.392018140589569
segment_742.wav,2.399002267573696
segment_596.wav,2.4149659863945576
segment_206.wav,2.4279818594104308
segment_650.wav,2.439002267573696
segment_658.wav,2.441995464852608
segment_1226.wav,2.4970068027210885
segment_621.wav,2.5109750566893423
segment_309.wav,2.5229931972789115
segment_1100.wav,2.5239909297052154
segment_797.wav,2.5249886621315194
segment_152.wav,2.5340136054421767
segment_51.wav,2.540997732426304
segment_1003.wav,2.5439909297052155
segment_612.wav,2.5630385487528344
segment_1123.wav,2.566984126984127
segment_124.wav,2.580997732426304
segment_376.wav,2.588027210884354
segment_310.wav,2.6370068027210882
segment_871.wav,2.6429931972789116
segment_787.wav,2.66702947845805
segment_1342.wav,2.66702947845805
segment_702.wav,2.6710204081632654
segment_952.wav,2.6819954648526076
segment_716.wav,2.6829931972789116
segment_328.wav,2.68702947845805
segment_257.wav,2.6890249433106574
segment_45.wav,2.695011337868481
segment_267.wav,2.6970068027210883
segment_610.wav,2.699002267573696
segment_1206.wav,2.706984126984127
segment_285.wav,2.714013605442177
segment_150.wav,2.7209977324263037
segment_430.wav,2.724988662131519
segment_696.wav,2.7289795918367346
