filename|text
segment_2218.wav|Գիշերվա կեսին նա արթնացավ․ օջախում կրակը մլմլում էր, թզուկներն ու Հենդալֆը հանդարտ շնչում էին, ըստ երևույթին խոր քնած էին
segment_2219.wav|Լուսինը բարձրացել էր և երդիկից ներս էր նայում
segment_2220.wav|Հատակին լուսնի շողքն էր ընկած
segment_2221.wav|Դրսից փնթփնթոց և ինչ֊որ աղմուկ էր լսվում, ասես դռան ետևում մի մեծ գազան էր շուռումուռ գալիս
segment_2222.wav|Բիլբոն մտածեց․ չլինի՞ Բեորնն է այնտեղ արջի կերպարանք ստացել, չլինի՞ թե գա իրենց ուտի
segment_2223.wav|Հետո նա փաթաթվեց վերմակի մեջ և, չնայած իր տագնապներին, նորից քնեց
segment_2224.wav|Երբ առավոտյան վերջնականապես արթանցավ, արդեն բավական ուշ էր
segment_2225.wav|Թզուկներից մեկը սայթաքեց և, Բիլբոյին կպչելով, փռվեց հատակին
segment_2226.wav|Դա Բոֆուրն էր։ Երբ Բիլբոն աչքերը բացեց, նա փնթփնթում էր ու ջղայնանում․  ― Վեր կաց, ալարկոտ, թե չա նախաճաշ չի հասնի
segment_2227.wav|Բիլբոն արագ վեր թռավ տեղից, նախաճա՞շ
segment_2228.wav|― Գոռաց նա,― որտե՞ղ է
segment_2229.wav|― Մեծ մասը մեր ստամոքսներում է,― արձագանքեցին նախասենյակում ետ ու առաջ քայլող թզուկները
segment_2230.wav|― Իսկ այն, ինչ մնացել է, պատշգամբում է։ Մենք արևածագից Բեորնին ենք փնտրում և չենք կարողանում գտնել
segment_2231.wav|Դրա փոխարեն պատշգամբում նախաճաշի համար բացված սեղան գտանք
segment_2232.wav|― Իսկ Հենդալֆն ո՞ւր է,― հարցրեց Բիլբոն՝ պատշգամբ դուրս թռչելով
segment_2233.wav|― Ինչ֊որ տեղ թրև է գալիս,― պատասխանեցին նրան
segment_2234.wav|Կախարդը մինչև երեկո չվերադարձավ
segment_2235.wav|Միայն մայրամուտին նա մտավ այն սենյակը, որտեղ ընթրում էին հոբիտն ու թզուկները
segment_2236.wav|Նորից մատուցում էին հրաշալի գազանները
segment_2237.wav|Նախորդ երեկոյից ոչ Բեորնի ձայնն էր լսվում, ոչ էլ ինքն էր երևում, իսկ թզուկները տարակուսանքի մեջ էին
segment_2238.wav|― Ո՞ւր է մեր հյուրընկալը։ Ո՞ւր էիք անհետացել ամբողջ օրը,― Հենդալֆի երևալուն պես գոռացին բոլորը
segment_2239.wav|― Հարցերին կպատասխանեմ հերթով, այն էլ ընթրիքից հետո
segment_2240.wav|Առավոտից բերանս մի կտոր բան չեմ դրել
segment_2241.wav|Վերջապես Հենդալֆը ետ հրեց ափսեն ու սափորը (նա ամբողջ երկու հաց կերավ, դրանց վրա կարագ, մեղր ու կաթնասեր քսելով, խմեց համարյա մեկ լիտր մեղրահյութ) և ծխամորճը հանեց
segment_2242.wav|― Նախ կպատասխանեմ երկրորդ հարցին,― ասաց նա
