filename|text
segment_1772.wav|Մի վայրկյանում ամբողջ ոհմակը խռնվեց ծառի շուրջը, գայլերը ոռնոցով թռչկոտում էին բնի մոտ, նրանց աչքերը վառվում էին, լեզուները դուրս էին ընկել
segment_1773.wav|Բայց նույնիսկ վայրենի֊գազան վարգերը (այդպես էին կոչվում չար գայլերը Մառախլապատ Լեռների մյուս կողմում) ծառ բարձրանալ չեն կարողանում
segment_1774.wav|Որոշ ժամանակ ճանապարհորդներին վտանգ չէր սպառնում
segment_1775.wav|Նրանց բախտից գիշերը տաք էր ու քամի չկար
segment_1776.wav|Ծառերի վրա ընդհանրապես էլ երկար նստել չես կարող, էլ ուր մնաց, երբ արդեն ցուրտ է ու քամի, իսկ ներքևում գայլերն են հսկում
segment_1777.wav|Ծառերի օղակով շրջապատված այդ բացատը, ըստ երևույթին, գայլերի հավաքատեղին էր
segment_1778.wav|Նրանք հա գալիս էին ու գալիս
segment_1779.wav|Գայլերը հոտոտելով պտտվեցին բացատի շուրջը և շուտով որոշեցին յուրաքանչյուր ծառը, որի վրա մեկը թաքնված էր
segment_1780.wav|Ամեն տեղ պահակներ դրեցին, մնացածները (ենթադրվում է՝ մի քանի հարյուրակ) նստեցին շրջան կազմած
segment_1781.wav|Կենտրոնում նստել էր հսկայական գորշ գայլը և խոսում էր վարգերի սարսափելի լեզվով
segment_1782.wav|Հենդալֆը հասկանում էր վարգերի լեզուն, Բիլբոն՝ ոչ, բայց առանց դրա էլ կարելի էր գլխի ընկնել, որ խոսքը միայն դաժան ու չար գործերի մասին է
segment_1783.wav|Ժամանակ առ ժամանակ վարգերը խմբով պատասխանում էին գորշ առաջնորդին, և ամեն անգամ, լսելով նրանց սարսափազդու ճղավոցները, հոբիտը վախից քիչ էր մնում սոճու վրայից ցած ընկներ
segment_1784.wav|Հիմա ես ձեզ կպատմեմ, թե ինչ լսեց Հենդալֆը և ինչ չհասկացավ Բիլբոն
