speaker|source|filename|text
narek_barseghyan|hobbit|segment_1.wav|Ժամանակով գետնի տակ, իր բնում մի հոբիտ էր ապրում
narek_barseghyan|hobbit|segment_2.wav|Ոչ թե ինչ֊որ զզվելի, կեղտոտ, խոնավ բնում, որտեղ բոլոր կողմերից որդեր են կախված և գարշելի նամշահոտ է տարածված, և ոչ էլ ավազե չոր բնում, ուր չգիտես որտեղ նստես և ինչ ուտես
narek_barseghyan|hobbit|segment_3.wav|Ոչ, դա հոբիտի բույն էր, ուրեմն՝ բարեկարգ
narek_barseghyan|hobbit|segment_4.wav|Բույնը սկսվում էր լուսանցույցի պես անթերի կլոր դռնից, որ ներկված էր կանաչ ներկով և ուղիղ կենտրոնում պղնձե փայլուն բռնակ ուներ
narek_barseghyan|hobbit|segment_6.wav|Թունելը գալարվում էր ավելի ու ավելի հեռու և բավականին խորաում էր, բայց չէր հասնում, իչպես մի քանի մղոնի վրա ապրող շրջակա բնակիչներն էին անվանում Բլուրի ամենախորքը
narek_barseghyan|hobbit|segment_7.wav|Թունելի երկու կողմերում դռներ էին, շա՜տ֊շա՜տ, կլոր դռներ
narek_barseghyan|hobbit|segment_9.wav|Լավագույն սենյակները ձախ թևի վրա էին և միայն դրանք պատուհաններ ունեին՝ կլոր խորադիր լուսամուտներ, որ նայում էին այգուն և դեպի գետն իջնող հեռավոր մարգագետիններին
narek_barseghyan|hobbit|segment_10.wav|Մեր հոբիտը բավականին ունևոր հոբիտ էր՝ Բեգինս ազգանունով
narek_barseghyan|hobbit|segment_12.wav|Բայց մենք ձեզ կպատմենք, թե ինչպես Բեգինսներից մեկին արկածների մեջ քաշեցին, և նա, ինքն էլ իր վրա զարմացած, սկսեց ամենաանսպասելի բաներ ասել և ամենաանսպասելի արարքներ թույլ տալ
narek_barseghyan|hobbit|segment_13.wav|Գուցե նա կորցրեց հարևանների հարգանքը, բայց դրա փոխարեն ձեռք բերեց… ի միջի այլոց, ինքներդ կտեսնեք, վերջ ի վերջո որևէ բան ձեռք բերե՞ց, թե ոչ
narek_barseghyan|hobbit|segment_14.wav|Մեր հոբիտի մայրիկը… Ի դեպ, ի՞նչ բան է հոբիտը
narek_barseghyan|hobbit|segment_15.wav|Երևակայեցեք, արժե հոբիտների մասին ավելի մանրամասն պատմել, քանի որ մեր ժամանակներում նրանք հազվագյուտ են դարձել և իրենց հեռու են պահում Բարձր ժողովրդից․ նրանք արդպես են անվանում մարդկանց
narek_barseghyan|hobbit|segment_16.wav|Իրենք ցածրահասակ ժողովուրդ են, մոտավորապես մեր կես բոյին և մորուքավոր թզուկներից կարճլիկ
narek_barseghyan|hobbit|segment_17.wav|Հոբիտները մորուք չունեն
narek_barseghyan|hobbit|segment_20.wav|Միայն թե գլխի մորթին գանգուր է
narek_barseghyan|hobbit|segment_21.wav|Հոբիտներն ունեն երկար ճկուն ու թուխ մատներ, բարի դեմք, ծիծաղում են թավ, խուլ ծիծաղով (հատկապես ճաշից հետո, իսկ նրանք, որպես կանոն, ճաշում են օրը երկու անգամ, եթե հաջողվում է)
narek_barseghyan|hobbit|segment_22.wav|Այժմ դուք բավականին բան գիտեք և կարելի է շարունակել
narek_barseghyan|hobbit|segment_24.wav|Ասեկոսներ էին պտտվում, իբրև թե հի՜ն֊հին ժամանակներում Տուկերից մեկը էլֆերից է կին առել
narek_barseghyan|hobbit|segment_25.wav|Հիմարություններ են, իհարկե, բայց Տուկերի բոլոր սերունների մեջ իսկապես էլ ինչ֊որ ոչ լիովին հոբիտային մի բան կար․ ժամանակ առ ժամանակ Տուկերի տոհմից որևէ մեկը գնում էր արկածներ որոնելու
narek_barseghyan|hobbit|segment_26.wav|Նրանք շատ նրբանկատորեն անհետանում էին և ընտանիքն էլ ջանում էր կոծկել այդ բանը
narek_barseghyan|hobbit|segment_27.wav|Բայց փաստը մնում էր փաստ
narek_barseghyan|hobbit|segment_28.wav|Տուկերը այնքան պատվարժան չէին հարավում, որքան Բեգինսները, չնայած, ամենափոքր կասկած անգամ լինել չէր կարող, ավելի հարուստ էին
narek_barseghyan|hobbit|segment_29.wav|Ճիշտ է, չի կարելի ասել, թե Բելադոննա Տուկը միստր Բանգո Բեգինսի հետ ամուսնանալուց հետո երբևէ արկածներ է որոնել
narek_barseghyan|hobbit|segment_32.wav|Այդ առիթը երկար ժամանակ չէր ներկայանում, այնպես որ Բիլբո Բեգինսը հասցրեց մեծահասակ հոբիտ դառնալ, այսպես, հիսունին մոտ
narek_barseghyan|hobbit|segment_33.wav|Նա ապրում էր հոբիտական մի հիանալի բնում, որ հայրն էր կառուցել, նույն բնում, որ այնպես մանրամասնորեն նկարագրեցինք այս գլխի սկզբում, և թվում էր, թե նա իր տեղից այլևս չի շարժվի
narek_barseghyan|hobbit|segment_35.wav|Եվ հենց այդ ժամանակ մոտերքով անցնում էր Հենդալֆը
narek_barseghyan|hobbit|segment_37.wav|Պատմություններն ու արկածները սնկերի պես աճում էին ամենուրեք, որտեղ որ նա հայտնվում էր
narek_barseghyan|hobbit|segment_38.wav|Այս կողմերում նա արդեն վաղուց չէր եղել, այսինքն՝ այն օրից, ինչ մահացել էր նրա բարեկամ Ծերունի Տուկը, և հոբիտներն արդեն մոռացել էին, թե Հենդալֆն ինչպիսի արտաքին ունի
narek_barseghyan|hobbit|segment_39.wav|Նա գործով հեռացել էր այն ժամանակ, երբ հոբիտները դեռ ձագեր էին
narek_barseghyan|hobbit|segment_40.wav|Այնպես որ, այդ առավոտ միամիտ Բիլբոն պարզապես գավազանը ձեռքին մի ինչ֊որ ծերուկ տեսավ
narek_barseghyan|hobbit|segment_42.wav|— Բարի լույս, — ձայնեց Բիբլոն, ցանկանալով ասել հենց միայն այն, որ լույսը բարի է․ արևը պայծառ փայլում էր, և խոտը կանաչին էր տալիս
narek_barseghyan|hobbit|segment_43.wav|Բայց Հենդալֆը նրա վրա մի խիստ հայացք նետեց իր թավ ու գզուզ հոնքերի տակից
narek_barseghyan|hobbit|segment_44.wav|— Դրանով ի՞նչ եք ուզում ասել, — հարցրեց նա
narek_barseghyan|hobbit|segment_45.wav|— Ուղղակի ինձ բարի լո՞ւյս եք մաղթում
narek_barseghyan|hobbit|segment_46.wav|Թե՞ պնդում եք, որ այս լույսը բարի է, անկախ նրանից՝ ես ինչ կարծիքի եմ այդ մասին
narek_barseghyan|hobbit|segment_47.wav|Թե՞ նկատի ունեք, որ այս առավոտ բոլորը պետք է բարի լինեն
narek_barseghyan|hobbit|segment_48.wav|— Ե՛վ մեկը, և՛ մյուսը, և՛ երրորդը, — պատասխանեց Բիլբոն
narek_barseghyan|hobbit|segment_49.wav|— Եվ էլի՝ այսպիսի հրաշալի առավոտյան մաքուր օդում ծխամորճ ծխելը հաճելի է
narek_barseghyan|hobbit|segment_50.wav|Եթե դուք ծխամորճ ունեք, նստեք, իմ ծխախոտը փորձեք
narek_barseghyan|hobbit|segment_51.wav|Շտապելու հարկ չկա, ամբողջ օրը դեռ առջևում է
narek_barseghyan|hobbit|segment_52.wav|Եվ Բիլբոն նստեց դռան մոտ դրված նստարանին, ոտքը ոտքին գցեց ու ծխի մի գեղեցիկ օղակաձև գորշ քուլա բաց թողեց, որը վերև բարձրացավ ու Բլուրի վրայով լողաց հեռուն
narek_barseghyan|hobbit|segment_53.wav|— Հրաշալի է, — ասաց Հենդալֆը
narek_barseghyan|hobbit|segment_54.wav|— Բայց այսօր ժամանակ չունեմ օղակներ բաց թողնելու
narek_barseghyan|hobbit|segment_55.wav|Արկածի մասնակից եմ փնտրում, որ ես հիմա կազմակերպում եմ, բայց գտնելն այնքան էլ հեշտ չէ
narek_barseghyan|hobbit|segment_56.wav|— Բան ասացիք, այն էլ մեր կողմերում մենք հասարակ
narek_barseghyan|hobbit|segment_57.wav|Խաղաղասեր ժողովուրդ ենք
narek_barseghyan|hobbit|segment_58.wav|Արկածները մեզ մոտ հարգի չեն
narek_barseghyan|hobbit|segment_59.wav|Դրանցից միայն անհանգստություն ու տհաճություններ կտեսնես
narek_barseghyan|hobbit|segment_60.wav|Եվ դեռ, մեկ էլ տեսար, դրանց պատճառով ճաշից կուշանաս
narek_barseghyan|hobbit|segment_61.wav|Չեմ հասկանում, ինչ լավ բան են գտնում դրա մեջ, — ասաց մեր միստր Բեգինսը և, բութ մատը տարատակալի տակ մտցնելով, էլ ավելի գեղեցիկ մի օղակ բաց թողեց
narek_barseghyan|hobbit|segment_62.wav|Ապա փոստարկղից հանեց առավոտյան փոստն ու սկսեց կարդալ՝ ձևացնելով, իբրև թե մոռացել է ծերուկի մասին
narek_barseghyan|hobbit|segment_63.wav|Նա վճռեց, որ վերջինս վստահություն չի ներշնչում, և հույս ուներ, որ ծերուկը կգնա իր ճանապարհով
narek_barseghyan|hobbit|segment_64.wav|Բայց սա իսկը չէր մտածում գնալու մասին
narek_barseghyan|hobbit|segment_65.wav|Նա կանգնած էր, իսկ գավազանին հենված, և առանց մի խոսք ասելու այնքան երկար նայեց հոբիտին, որ Բիլբոն շփոթվեց ու նույնիսկ մի քիչ էլ բարկացավ
narek_barseghyan|hobbit|segment_66.wav|— Լույսը բարի ձեզ, — վերջապես ասաց հոբիտը, — այստեղ մենք արկածների կարիք չենք զգում, շնորհակալություն
narek_barseghyan|hobbit|segment_67.wav|Համախոհներ փնտրեք Բլուրի Ետևում կամ Գետի Այն Կողմում
narek_barseghyan|hobbit|segment_68.wav|Նա ուզեց հասկացնել, որ խոսակցությունն ավարտված է
narek_barseghyan|hobbit|segment_69.wav|— Ինչ ասես, որ չի նշանակում ձեր այդ «բարի լույսը», — ասաց Հենդալֆը
narek_barseghyan|hobbit|segment_70.wav|— Այ հիմա այն նշանակում է, որ փասափուսաս հավաքելու ժամանակն է
narek_barseghyan|hobbit|segment_71.wav|— Ի՞նչ եք ասում, ի՞նչ եք ասում, սիրելի սըր
narek_barseghyan|hobbit|segment_73.wav|Իսկ Հենդալֆը՝ ես եմ
narek_barseghyan|hobbit|segment_74.wav|Տեսեք, թե ուր եմ հասել․ Բելադոննա Տուկի որդին ինձնից գլուխն ազատում է իր «բարի լույսով», կարծես թե ես փողոցներն ընկած կոճակ եմ ծախում
narek_barseghyan|hobbit|segment_75.wav|— Հենդա՜լֆ, ողորմած աստվածներ
narek_barseghyan|hobbit|segment_76.wav|Մի՞թե դուք այս թափառական հրաշագործն եք, որ ծերունի Տուկին մի զույգ ադամանդե ճարմանդ էր նվիրել, դեռ դրանք էլ իրենք իրենց կոճկվում էին, բայց արձակվում էին միայն հրամանով
narek_barseghyan|hobbit|segment_77.wav|Նա՞, ով ընկերական քեֆերում այնպիսի զարմանալի պատմություններ էր պատմում վիշապների ու գոբլինների, հսկաների ու փրկված արքայադուստրերի, աղքատ այրիների հաջողակ տղաների մասին
narek_barseghyan|hobbit|segment_78.wav|Նույն ի՞նքը, որ այնպիսի անկրկնելի հրավառություններ էր կազմակերպում
narek_barseghyan|hobbit|segment_79.wav|Ես դրանք հիշում եմ
narek_barseghyan|hobbit|segment_80.wav|Ծերունի Տուկը սիրում էր Իվանի օրվա նախօրյակին այդպիսի բաներ սարքել Ի՜նչ հոյակապ էր
narek_barseghyan|hobbit|segment_81.wav|Դրանք դեպի վեր էին թռչում, ասես իսկական վիթխարի հրե շուշաններ, և՛ առյուծի երախ, և՛ ոսկե անձրև և ամբողջ երեկո դրանք մնում էին մթնշաղ երկնքում
