filename|text
segment_1064.wav|Գոբլինները, պետք է ասել, դաժան, չար ու զզվելի արարածներ են
segment_1065.wav|Նրանք գեղեցիկ իրեր պատրաստել չգիտեն, բայց դրա փոխարեն ամեն տեսակ չար գործեր են անում
segment_1066.wav|Եթե ուզենան, թզուկներից ոչ պակաս, բացի առավել հմուտներից, կարող են թունելներ փորել և հանքեր մշակել, բայց իրենք միշտ կեղտոտ են ու փնթի
segment_1067.wav|Մուրճեր, կացիններ, թրեր, դաշույններ, բրիչներ ու աքցաններ և տանջելու գործիքներ՝ այս բոլորը իրենք հիանալի կարողանում են սարքել կամ ուրիշներին են սարքել տալիս
segment_1068.wav|Ուրիշները՝ դրանք գերիներն են, ստրուկները, որոնք աշխատում են սրանց համար, մինչև որ մեռնում են օդի ու լույսի պակասությունից
segment_1069.wav|Բացառված չէ, որ հատկապես գոբլիններն են հայտնագործել որոշ մեքենաներ, որոնք մարդկությանը տհաճություն են պատճառում, մանավանդ նրանք, որոնք նախատեսված են միանգամից մեծ քանակությամբ մարդ ոչնչացնելու համար
segment_1070.wav|Մեխանիզմները, մոտորներն ու պայթյունները միշտ հետաքրքրում ու հիացմունք էին պատճառում գոբլիններին
segment_1071.wav|Սակայն այն ժամանակներում, որի մասին մենք պատմում ենք, և այն վայրի տեղանքում գոբլինները դեռ չէին հասել քաղաքակրթության այդ աստիճանին (այդպես է դա կոչվում)
segment_1072.wav|Նրանք ատում էին բոլորին, առանց խտրության, մանավանդ օրինավորներին և բարգավաճողներին, և ոչ թե հատկապես թզուկների նկատմամբ առանձնահատուկ ատելություն էին տածում
segment_1073.wav|Որոշ տեղերում առանձին անամոթ թզուկներ նույնիսկ դաշինք էին կնքել գոբլինների հետ
segment_1074.wav|Բայց այն տոհմի թզուկների նկատմամբ, որին պատկանում էր Տորինը, գոբլինները ամենաիսկական թշնամանք էին տածում այն պատերազմի պատճառով, որի մասին արդեն հիշատակել ենք, բայց որի մասին այստեղ խոսք չի լինի
segment_1075.wav|Իսկ առհասարակ, գոբլինների համար միևնույն է, թե ում ճանկեն, միայն թե զոհին հանկարծակիի բերեն, որպեսզի պաշտպանվել չկարողանա
segment_1076.wav|― Ովքե՞ր են այս խղճուկները,― հարցրեց Գերագույն Գոբլինը
segment_1077.wav|― Թզուկներ են, մեկ էլ սա,― պատասխանեց հալածողներից մեկը, շղթան այնպես ձգելով, որ խեղճ Բիլբոն ընկավ ծնկների վրա
segment_1078.wav|― Նրանք թաքնվել էին մեր նախասրահում
segment_1079.wav|― Ի՞նչ նպատակով,― դիմեց Գերագույն Գոբլինը Տորինին
segment_1080.wav|― Գրազ կգամ, որ որևէ ստորություն եք ձեռնարկել
segment_1081.wav|― Կասկածում եմ, որ լրտեսում էիք իմ ժողովրդին
